Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,
15026,Fine Particulate Matter,2013-07-09,6,5,6,7,8,11,14,13,14,14,15,13,12,12,13,15,16,15,18,20,22,19,19,14,
15026,Fine Particulate Matter,2013-07-10,11,8,8,7,6,5,5,7,10,8,9,10,11,11,10,10,9999,9999,9999,9999,9999,9999,9999,9999,
15026,Fine Particulate Matter,2013-07-11,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,6,6,5,6,5,5,5,5,7,8,7,8,
15026,Fine Particulate Matter,2013-07-12,10,10,9,8,7,7,6,6,5,3,3,3,3,3,3,3,5,6,7,7,9,9,11,11,
15026,Fine Particulate Matter,2013-07-13,10,9,16,11,11,11,10,8,5,3,3,3,4,4,4,4,4,4,5,5,7,9,11,13,
15026,Fine Particulate Matter,2013-07-14,13,13,14,14,15,16,17,13,9,7,8,6,6,6,6,6,6,4,5,5,5,6,8,9,
15026,Fine Particulate Matter,2013-07-15,9,9,10,11,12,16,23,21,22,16,15,15,16,16,13,12,12,12,11,11,12,13,15,17,
15026,Fine Particulate Matter,2013-07-16,18,17,17,18,19,18,20,20,17,14,14,13,13,13,13,14,15,16,17,17,19,20,23,23,
15026,Fine Particulate Matter,2013-07-17,22,20,20,20,19,18,19,16,14,13,11,11,13,12,12,11,11,11,11,12,13,13,13,13,
15026,Fine Particulate Matter,2013-07-18,13,13,14,13,13,13,13,15,13,11,10,9,9,9,10,10,11,11,11,12,15,16,17,16,
15026,Fine Particulate Matter,2013-07-19,15,14,14,15,16,16,16,15,13,12,12,13,12,12,14,13,13,12,13,14,12,9,8,7,
15026,Fine Particulate Matter,2013-07-20,6,5,5,4,5,5,6,7,7,5,5,4,4,4,4,4,4,5,6,7,8,9,9,9,
15026,Fine Particulate Matter,2013-07-21,8,8,10,9,10,10,11,11,10,10,11,12,13,12,5,5,5,5,5,7,6,6,7,8,
15026,Fine Particulate Matter,2013-07-22,8,9,10,11,12,13,12,12,11,7,6,6,6,7,7,8,8,7,8,9,10,10,10,11,
15026,Fine Particulate Matter,2013-07-23,10,10,13,13,13,14,15,13,12,10,10,11,10,9,7,6,5,3,3,3,3,3,3,3,
15026,Fine Particulate Matter,2013-07-24,2,2,2,2,3,3,4,6,5,4,4,6,7,8,6,5,5,7,7,7,10,10,8,7,
15026,Fine Particulate Matter,2013-07-25,8,9,9,10,9,10,11,11,9,6,4,4,4,5,5,6,5,5,5,6,6,6,7,9,
15026,Fine Particulate Matter,2013-07-26,9,10,11,12,12,12,14,11,6,4,3,2,2,2,2,2,3,3,4,6,6,6,7,7,
15026,Fine Particulate Matter,2013-07-27,7,6,6,6,6,7,8,9,10,9,11,12,11,10,10,12,12,12,16,15,12,10,9,9,
15026,Fine Particulate Matter,2013-07-28,7,5,5,6,6,6,6,5,4,4,4,4,5,5,5,4,5,6,6,6,6,6,6,6,
15026,Fine Particulate Matter,2013-07-29,6,5,6,7,7,7,6,5,4,4,5,4,4,3,2,2,2,3,3,4,5,6,7,8,
15026,Fine Particulate Matter,2013-07-30,7,6,6,6,7,8,8,5,4,3,2,2,2,2,2,2,3,3,4,4,6,8,9,11,
15026,Fine Particulate Matter,2013-07-31,12,13,16,17,16,17,18,15,10,8,6,7,7,7,8,10,10,9,11,11,11,11,12,12,
15026,Fine Particulate Matter,2013-08-01,14,7,7,9,9,9,8,9,8,7,6,6,6,6,6,6,6,6,6,7,9,10,11,11,
15026,Fine Particulate Matter,2013-08-02,12,10,10,11,12,11,10,9,8,7,8,8,6,6,5,5,5,5,7,6,6,6,5,4,
15026,Fine Particulate Matter,2013-08-03,5,5,5,6,5,6,8,7,5,2,2,2,2,2,2,2,3,4,6,6,7,6,6,6,
15026,Fine Particulate Matter,2013-08-04,6,5,5,5,5,6,10,10,10,10,10,9,9,12,15,13,13,12,12,13,14,14,14,15,
15026,Fine Particulate Matter,2013-08-05,16,15,15,15,9999,9999,9999,9999,9999,9999,9999,2,2,2,2,2,2,5,10,11,13,15,12,12,
15026,Fine Particulate Matter,2013-08-06,12,13,13,11,2,3,4,4,3,2,2,2,2,3,4,5,5,5,6,6,7,7,8,8,
15026,Fine Particulate Matter,2013-08-07,9,10,12,12,14,15,13,13,14,14,12,13,15,21,21,21,19,14,12,10,8,7,7,7,
15026,Fine Particulate Matter,2013-08-08,6,6,8,8,9,10,9,8,7,5,5,6,6,6,5,4,3,2,2,3,4,5,5,6,
15026,Fine Particulate Matter,2013-08-09,5,6,7,7,7,8,11,11,8,8,7,6,6,5,5,5,4,4,5,8,7,7,8,10,
15026,Fine Particulate Matter,2013-08-10,10,9,9,9,8,8,7,5,4,3,3,2,2,2,2,2,2,2,3,5,6,8,12,18,
15026,Fine Particulate Matter,2013-08-11,21,19,17,16,15,14,13,12,11,6,4,4,3,3,3,3,3,3,3,3,4,5,6,7,
15026,Fine Particulate Matter,2013-08-12,6,5,6,7,7,7,8,8,7,5,4,4,4,5,4,4,3,2,2,3,4,5,6,6,
15026,Fine Particulate Matter,2013-08-13,5,4,7,9,7,6,6,5,4,3,2,2,2,2,2,3,3,3,3,4,4,3,3,3,
15026,Fine Particulate Matter,2013-08-14,3,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,6,8,9,
15026,Fine Particulate Matter,2013-08-15,9,7,6,5,4,4,5,4,3,2,3,3,4,5,4,3,4,5,5,7,12,9,8,9,
15026,Fine Particulate Matter,2013-08-16,10,9,11,12,12,13,14,11,10,7,7,7,8,8,7,6,7,7,8,10,11,12,14,16,
15026,Fine Particulate Matter,2013-08-17,16,17,18,17,17,19,21,18,14,10,7,7,7,7,7,7,6,6,7,9,11,12,15,18,
15026,Fine Particulate Matter,2013-08-18,18,17,19,18,18,18,19,18,16,11,9,8,8,7,7,8,8,7,8,10,11,14,16,16,
15026,Fine Particulate Matter,2013-08-19,16,17,17,17,18,17,20,25,16,8,9,10,10,11,12,13,13,11,12,13,14,15,16,17,
15026,Fine Particulate Matter,2013-08-20,18,18,20,21,20,20,21,26,21,14,15,16,16,18,18,18,17,17,18,18,18,18,18,19,
15026,Fine Particulate Matter,2013-08-21,19,19,19,20,21,21,22,22,17,14,15,16,17,18,18,18,17,15,16,18,22,23,21,21,
15026,Fine Particulate Matter,2013-08-22,20,20,22,21,21,19,18,18,16,14,13,10,9,9,9,10,10,10,12,13,15,15,16,15,
15026,Fine Particulate Matter,2013-08-23,15,15,15,15,15,15,15,12,9,7,5,5,4,5,4,5,4,4,5,7,8,8,9,11,
15026,Fine Particulate Matter,2013-08-24,11,10,11,12,13,14,14,13,8,5,4,4,3,3,3,3,3,3,3,4,5,8,10,12,
15026,Fine Particulate Matter,2013-08-25,13,11,12,15,14,14,13,13,8,4,5,4,4,5,6,7,8,9,11,15,16,17,18,18,
15026,Fine Particulate Matter,2013-08-26,17,16,16,17,17,18,18,17,15,12,13,13,14,14,15,15,15,13,12,12,12,13,13,15,
15026,Fine Particulate Matter,2013-08-27,14,14,13,14,15,19,18,18,15,14,12,12,11,12,14,15,23,20,18,17,17,16,16,17,
15026,Fine Particulate Matter,2013-08-28,19,20,17,14,14,12,11,12,15,12,13,10,9,10,11,14,15,15,17,14,9,9,11,10,
15026,Fine Particulate Matter,2013-08-29,9,8,8,9,8,10,11,13,12,10,10,9999,9999,9999,7,8,8,8,9,10,10,11,15,16,
15026,Fine Particulate Matter,2013-08-30,16,14,14,15,14,17,18,16,12,11,11,12,12,12,13,14,13,13,16,17,15,14,9,7,
15026,Fine Particulate Matter,2013-08-31,9,10,11,10,10,9,10,9,7,5,4,4,3,4,4,3,4,4,5,7,8,9,12,15,
15026,Fine Particulate Matter,2013-09-01,18,13,13,11,14,14,13,12,13,12,10,11,10,9,7,7,6,5,5,7,7,8,9,10,
15026,Fine Particulate Matter,2013-09-02,10,12,14,13,16,20,22,22,14,7,3,2,1,0,0,1,0,0,0,0,0,0,0,0,
15026,Fine Particulate Matter,2013-09-03,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,2,2,2,1,
15026,Fine Particulate Matter,2013-09-04,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,3,4,6,7,7,7,6,6,
15026,Fine Particulate Matter,2013-09-05,5,3,3,3,1,1,1,4,9,1,2,2,2,1,1,1,1,1,2,3,5,4,3,5,
15026,Fine Particulate Matter,2013-09-06,5,6,8,8,10,9,14,15,10,3,2,1,0,0,1,1,2,2,2,3,6,8,7,10,
15026,Fine Particulate Matter,2013-09-07,10,7,6,6,7,6,6,6,5,4,5,8,10,10,11,11,11,9,11,14,15,20,22,20,
15026,Fine Particulate Matter,2013-09-08,22,20,22,19,13,13,9,3,2,1,1,1,1,1,1,1,1,1,1,3,4,4,5,6,
15026,Fine Particulate Matter,2013-09-09,5,6,7,7,8,7,7,6,4,2,2,4,4,5,5,7,8,7,9,14,17,19,20,23,
15026,Fine Particulate Matter,2013-09-10,20,20,21,22,23,24,24,25,24,22,22,21,18,16,14,13,12,12,13,14,15,14,14,15,
15026,Fine Particulate Matter,2013-09-11,17,19,20,21,22,22,22,22,21,21,22,22,20,18,20,14,11,14,9999,9999,9999,9999,9999,9999,
15026,Fine Particulate Matter,2013-09-12,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9,7,9,7,7,6,7,7,7,7,5,4,
15026,Fine Particulate Matter,2013-09-13,3,2,2,2,2,3,3,3,3,3,4,3,4,5,6,9,7,5,4,2,2,3,3,3,
15026,Fine Particulate Matter,2013-09-14,4,5,5,7,10,9,8,9,4,2,2,2,2,2,3,2,2,2,6,9,9,9,8,7,
15026,Fine Particulate Matter,2013-09-15,6,5,6,7,9,9,9,6,4,3,4,5,6,7,7,8,9,8,8,9,9,8,8,7,
15026,Fine Particulate Matter,2013-09-16,6,6,6,6,7,7,5,3,2,1,1,1,1,1,1,1,1,1,2,3,4,5,4,5,
15026,Fine Particulate Matter,2013-09-17,5,5,6,7,7,8,9,9,6,3,2,2,3,2,2,1,1,1,3,6,7,10,11,12,
15026,Fine Particulate Matter,2013-09-18,12,11,14,13,17,19,19,18,8,2,2,3,3,4,4,5,6,7,12,13,14,15,22,25,
15026,Fine Particulate Matter,2013-09-19,18,17,18,20,23,26,27,23,21,19,18,20,22,23,24,25,25,24,24,22,22,22,20,22,
15026,Fine Particulate Matter,2013-09-20,24,26,27,27,26,25,24,22,20,18,23,21,19,22,22,23,24,24,20,16,11,10,9,8,
15026,Fine Particulate Matter,2013-09-21,8,9,7,5,4,4,3,3,3,4,7,10,7,6,4,3,4,4,4,4,3,3,3,2,
15026,Fine Particulate Matter,2013-09-22,2,2,2,2,1,1,1,1,1,1,1,2,3,2,3,2,2,2,2,2,2,2,2,2,
15026,Fine Particulate Matter,2013-09-23,3,4,4,5,5,5,7,12,5,2,3,2,2,2,3,2,2,3,7,8,7,7,7,6,
15026,Fine Particulate Matter,2013-09-24,5,4,5,5,7,7,9,10,9,4,2,2,2,2,1,1,1,2,5,7,8,10,11,10,
15026,Fine Particulate Matter,2013-09-25,10,10,10,14,14,15,19,20,13,7,5,4,4,5,4,3,3,4,7,10,13,16,16,15,
15026,Fine Particulate Matter,2013-09-26,14,14,12,12,11,10,14,17,17,9,6,8,5,4,3,3,2,3,5,8,9,11,10,11,
15026,Fine Particulate Matter,2013-09-27,11,13,13,13,15,14,17,17,12,7,5,5,5,5,5,6,4,4,5,6,7,8,12,13,
15026,Fine Particulate Matter,2013-09-28,13,13,11,11,13,15,18,17,15,7,5,5,3,3,3,3,4,5,8,11,8,9,11,10,
15026,Fine Particulate Matter,2013-09-29,9,9,7,7,8,9,9,9,9,8,9,11,12,13,13,13,15,15,17,17,15,14,15,16,
15026,Fine Particulate Matter,2013-09-30,16,13,12,10,7,7,9,9,10,8,8,7,6,5,5,5,5,5,5,5,5,6,7,10,
15026,Fine Particulate Matter,2013-10-01,10,10,9,9,10,7,6,10,10,6,4,4,5,7,9,8,7,7,11,14,15,14,12,12,
15026,Fine Particulate Matter,2013-10-02,12,10,10,11,11,12,13,13,10,8,7,6,5,5,4,3,3,4,5,9,11,11,13,12,
15026,Fine Particulate Matter,2013-10-03,9,8,8,9,8,8,8,8,7,4,3,3,3,4,6,7,8,9,13,12,9,8,9,11,
15026,Fine Particulate Matter,2013-10-04,13,10,10,9,10,9,9,8,8,9999,9999,9999,9999,9999,9999,9999,9999,9,10,10,10,10,14,16,
15026,Fine Particulate Matter,2013-10-05,14,7,6,3,2,2,3,5,7,8,9,12,14,16,17,17,14,13,12,12,12,12,9,10,
15026,Fine Particulate Matter,2013-10-06,13,17,16,14,14,14,11,11,10,7,5,6,6,8,8,8,7,7,9,9999,9999,9999,9999,9999,
15026,Fine Particulate Matter,2013-10-07,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,6,6,7,9,8,8,8,10,13,11,10,10,
15026,Fine Particulate Matter,2013-10-08,10,9,9,10,11,11,13,14,20,8,3,3,3,3,2,2,2,2,4,7,9,10,9,10,
15026,Fine Particulate Matter,2013-10-09,10,10,12,13,12,14,13,12,8,3,2,2,2,3,2,-999,-999,-999,-999,-999,-999,9999,9999,9999,
15026,Fine Particulate Matter,2013-10-10,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,2,2,2,2,3,4,11,15,17,17,16,
15026,Fine Particulate Matter,2013-10-11,19,16,18,17,20,15,14,29,18,7,9,12,8,6,5,4,4,5,7,9,11,11,13,15,
15026,Fine Particulate Matter,2013-10-12,15,13,12,12,12,13,13,12,7,6,7,5,3,2,2,2,2,2,3,4,9,11,11,11,
15026,Fine Particulate Matter,2013-10-13,11,10,9,7,7,7,8,8,9,18,16,13,11,10,8,7,6,6,7,7,7,8,8,9,
15026,Fine Particulate Matter,2013-10-14,6,7,9,10,11,10,7,4,1,1,1,1,1,1,1,1,1,1,3,4,5,7,8,9,
15026,Fine Particulate Matter,2013-10-15,11,10,13,20,13,12,11,11,6,6,8,9,11,12,12,12,11,12,12,14,14,15,16,12,
15026,Fine Particulate Matter,2013-10-16,10,8,8,11,12,14,14,14,12,9,9,10,10,9,6,5,5,6,7,7,7,8,9,10,
15026,Fine Particulate Matter,2013-10-17,11,10,11,12,12,11,12,12,10,7,6,5,5,5,7,6,6,8,8,8,10,7,5,5,
15026,Fine Particulate Matter,2013-10-18,3,1,2,3,4,5,5,6,5,4,4,5,5,6,6,8,8,9,12,16,15,13,13,15,
15026,Fine Particulate Matter,2013-10-19,15,14,15,14,15,12,12,13,12,12,12,8,5,4,3,3,4,4,4,5,5,4,5,6,
15026,Fine Particulate Matter,2013-10-20,7,8,9,9,10,11,12,13,9,7,8,9,7,6,6,6,5,6,10,12,12,11,10,7,
15026,Fine Particulate Matter,2013-10-21,5,6,6,6,7,7,6,7,6,7,7,7,7,7,7,8,7,6,5,5,8,9,7,6,
15026,Fine Particulate Matter,2013-10-22,6,7,7,8,6,5,5,5,5,4,3,4,4,5,5,4,4,5,6,6,6,7,7,7,
15026,Fine Particulate Matter,2013-10-23,5,4,5,5,4,4,3,3,3,2,2,1,1,1,1,1,2,4,5,4,4,4,4,4,
15026,Fine Particulate Matter,2013-10-24,4,5,5,6,6,7,8,9,6,3,3,2,2,1,1,1,2,2,2,2,2,2,2,2,
15026,Fine Particulate Matter,2013-10-25,2,2,2,2,3,4,6,7,8,5,4,4,4,3,2,3,4,4,4,4,6,5,5,6,
15026,Fine Particulate Matter,2013-10-26,7,8,9,10,9,10,9,8,8,8,8,8,9,9,9,9,8,8,5,5,5,5,3,2,
15026,Fine Particulate Matter,2013-10-27,2,2,2,2,3,3,3,4,3,2,2,2,2,2,2,2,2,3,4,5,6,5,5,6,
15026,Fine Particulate Matter,2013-10-28,7,8,9,10,11,12,11,13,18,12,5,6,5,3,2,2,3,4,4,3,3,3,4,4,
15026,Fine Particulate Matter,2013-10-29,5,5,4,4,4,4,5,6,6,6,6,5,4,5,5,5,5,5,6,8,10,13,13,10,
15026,Fine Particulate Matter,2013-10-30,10,9,11,13,13,12,12,14,18,16,13,13,16,15,11,11,10,12,15,26,26,20,18,16,
15026,Fine Particulate Matter,2013-10-31,16,14,12,7,4,6,8,11,13,12,12,13,12,11,11,12,11,10,8,6,5,6,8,9999,
15026,Fine Particulate Matter,2013-11-01,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,6,10,10,10,9,7,7,9,10,12,13,
15026,Fine Particulate Matter,2013-11-02,14,15,16,16,16,16,16,10,4,3,3,3,3,3,3,2,2,1,2,1,2,1,2,2,
15026,Fine Particulate Matter,2013-11-03,2,3,3,4,4,3,4,5,3,2,2,2,2,2,2,2,2,5,6,7,10,11,7,5,
15026,Fine Particulate Matter,2013-11-04,5,5,4,4,4,4,4,4,3,2,1,1,1,1,1,2,2,2,2,2,3,3,3,4,
15026,Fine Particulate Matter,2013-11-05,4,5,8,8,9,10,11,13,13,13,8,9,10,10,11,12,12,13,17,16,14,12,13,17,
15026,Fine Particulate Matter,2013-11-06,11,10,9,9,9,9,10,9,7,8,6,6,5,6,6,5,3,2,3,5,6,8,5,5,
15026,Fine Particulate Matter,2013-11-07,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,6,7,
15026,Fine Particulate Matter,2013-11-08,7,6,6,6,5,4,3,3,2,2,1,1,1,1,1,2,2,3,3,4,5,6,7,7,
15026,Fine Particulate Matter,2013-11-09,9,13,14,16,16,16,20,19,13,10,8,8,6,6,6,7,7,7,7,8,7,7,7,8,
15026,Fine Particulate Matter,2013-11-10,7,7,7,7,6,5,5,6,7,7,6,5,3,3,2,2,2,3,3,3,3,3,4,5,
15026,Fine Particulate Matter,2013-11-11,5,5,6,6,7,7,6,7,7,7,10,14,18,18,17,8,4,4,4,3,3,3,2,2,
15026,Fine Particulate Matter,2013-11-12,2,1,1,1,2,2,3,4,4,3,2,2,2,2,2,3,2,2,2,2,3,3,3,2,
15026,Fine Particulate Matter,2013-11-13,2,2,2,3,3,3,4,4,4,5,6,6,6,6,5,6,7,6,6,6,6,6,7,7,
15026,Fine Particulate Matter,2013-11-14,7,7,7,8,9,9,10,10,10,9,9,9,9,9,8,7,7,8,9,8,8,7,7,7,
15026,Fine Particulate Matter,2013-11-15,6,6,7,8,8,8,9,9,10,10,11,11,9999,9999,9999,12,14,15,15,14,14,14,13,12,
15026,Fine Particulate Matter,2013-11-16,12,11,12,13,15,18,19,19,22,16,13,11,10,11,10,9,11,11,11,7,6,6,6,8,
15026,Fine Particulate Matter,2013-11-17,6,7,7,8,4,4,4,5,7,5,5,5,5,5,5,5,4,4,4,5,3,6,7,2,
15026,Fine Particulate Matter,2013-11-18,2,2,4,8,4,4,5,6,7,6,6,7,7,8,5,4,3,2,2,2,2,1,1,1,
15026,Fine Particulate Matter,2013-11-19,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,18,19,11,7,7,7,8,
15026,Fine Particulate Matter,2013-11-20,8,8,7,8,8,10,11,8,7,5,4,3,3,2,2,2,4,8,8,9,10,11,11,10,
15026,Fine Particulate Matter,2013-11-21,10,10,9,8,7,8,9,10,9,9,10,10,11,13,16,17,21,21,18,18,17,17,18,15,
15026,Fine Particulate Matter,2013-11-22,15,14,14,14,14,14,19,24,22,19,20,20,12,6,1,2,1,1,1,2,2,3,4,2,
15026,Fine Particulate Matter,2013-11-23,2,2,1,2,2,2,3,4,4,3,3,2,1,1,2,2,2,2,2,2,2,2,2,1,
15026,Fine Particulate Matter,2013-11-24,1,2,1,1,1,1,3,4,2,2,2,2,1,1,1,1,1,2,3,4,4,5,5,5,
15026,Fine Particulate Matter,2013-11-25,5,6,7,9,9,9,9,7,7,8,7,6,6,6,6,6,5,4,5,5,6,7,8,9,
15026,Fine Particulate Matter,2013-11-26,12,14,15,15,15,15,16,17,19,20,19,18,17,23,23,20,21,24,24,27,26,28,29,27,
15026,Fine Particulate Matter,2013-11-27,25,25,21,8,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,
15026,Fine Particulate Matter,2013-11-28,1,1,1,1,1,1,2,4,4,4,5,4,3,3,3,3,4,7,9,10,9,12,13,16,
15026,Fine Particulate Matter,2013-11-29,17,18,22,21,18,17,17,16,18,19,19,16,13,12,11,11,11,12,14,16,18,20,18,11,
15026,Fine Particulate Matter,2013-11-30,8,7,8,9,11,13,15,18,18,15,15,16,18,17,17,18,19,21,22,29,23,21,21,20,
15026,Fine Particulate Matter,2013-12-01,20,20,20,21,22,23,22,22,23,23,24,26,27,30,29,29,29,30,33,37,43,48,45,22,
15026,Fine Particulate Matter,2013-12-02,17,21,12,8,7,7,7,10,13,11,7,6,5,4,4,6,7,10,7,9,9,9,8,9,
15026,Fine Particulate Matter,2013-12-03,10,9,10,12,12,13,13,14,14,13,9,6,7,6,6,5,6,7,8,9,11,15,18,17,
15026,Fine Particulate Matter,2013-12-04,14,15,17,18,19,19,17,18,19,22,22,27,28,27,28,29,30,30,34,38,36,35,33,29,
15026,Fine Particulate Matter,2013-12-05,25,16,12,8,8,9,10,10,11,12,18,20,15,11,11,8,8,9,7,6,5,5,5,4,
15026,Fine Particulate Matter,2013-12-06,6,5,5,5,6,6,6,6,6,6,6,7,5,6,6,8,8,10,7,6,6,7,7,6,
15026,Fine Particulate Matter,2013-12-07,6,6,6,5,5,3,3,3,4,4,4,4,4,5,4,5,6,6,6,6,6,6,10,9,
15026,Fine Particulate Matter,2013-12-08,10,12,11,11,11,10,11,10,9,8,6,7,7,7,7,8,9,10,10,11,10,8,7,7,
15026,Fine Particulate Matter,2013-12-09,7,7,9,6,5,5,6,9,12,15,21,22,16,14,12,12,15,14,13,14,15,18,19,17,
15026,Fine Particulate Matter,2013-12-10,15,14,13,7,7,6,6,6,6,5,5,6,6,5,6,6,6,7,8,10,11,12,11,10,
15026,Fine Particulate Matter,2013-12-11,10,10,9,9,10,10,11,13,13,9,11,13,10,8,5,5,5,5,6,5,4,4,4,4,
15026,Fine Particulate Matter,2013-12-12,4,5,6,7,8,9,9,9,8,8,7,6,7,7,7,7,9,10,11,11,11,13,15,15,
15026,Fine Particulate Matter,2013-12-13,15,15,16,18,18,17,18,18,19,18,10,8,5,3,3,4,4,4,5,5,6,6,6,9,
15026,Fine Particulate Matter,2013-12-14,7,6,5,5,6,6,6,6,6,6,5,5,5,5,5,5,6,6,7,9,9,10,9,9,
15026,Fine Particulate Matter,2013-12-15,6,6,7,7,7,9,12,14,17,18,11,9,10,15,17,12,10,7,7,7,6,5,4,5,
15026,Fine Particulate Matter,2013-12-16,5,4,5,5,5,5,4,5,6,6,5,4,4,2,2,2,2,2,6,11,14,17,22,23,
15026,Fine Particulate Matter,2013-12-17,20,14,11,9,9,10,11,12,14,19,21,22,20,17,19,19,21,19,23,29,31,31,31,30,
15026,Fine Particulate Matter,2013-12-18,29,27,28,29,28,28,30,29,31,32,26,17,11,13,13,13,10,9,10,9,8,6,5,6,
15026,Fine Particulate Matter,2013-12-19,6,5,5,4,4,5,5,6,6,6,8,10,12,13,16,18,20,22,23,25,34,34,37,37,
15026,Fine Particulate Matter,2013-12-20,37,40,41,42,42,41,34,17,14,12,11,9,9,9,7,7,8,7,7,8,5,5,6,4,
15026,Fine Particulate Matter,2013-12-21,3,4,6,6,7,7,13,15,21,24,34,26,24,20,16,16,17,11,6,4,4,3,2,1,
15026,Fine Particulate Matter,2013-12-22,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,6,7,7,9,
15026,Fine Particulate Matter,2013-12-23,11,8,7,8,3,2,2,2,3,3,3,3,3,3,3,4,5,6,7,8,7,7,6,7,
15026,Fine Particulate Matter,2013-12-24,6,6,7,6,7,7,7,6,7,5,4,4,4,4,3,5,5,5,6,5,6,6,7,8,
15026,Fine Particulate Matter,2013-12-25,10,15,14,15,10,8,8,8,6,4,6,6,6,7,7,7,8,9,10,13,12,13,12,13,
15026,Fine Particulate Matter,2013-12-26,12,13,12,13,12,11,10,13,15,14,13,13,13,12,11,11,11,10,12,13,14,15,16,17,
15026,Fine Particulate Matter,2013-12-27,19,17,16,10,9,9,11,14,17,17,12,8,8,8,10,12,12,16,18,17,17,17,16,15,
15026,Fine Particulate Matter,2013-12-28,14,12,11,12,14,15,16,17,18,19,19,18,16,17,16,15,13,14,14,15,14,12,11,9,
15026,Fine Particulate Matter,2013-12-29,10,10,10,10,9,9,9,8,9,8,8,9,13,16,16,17,21,15,9,4,3,3,3,3,
15026,Fine Particulate Matter,2013-12-30,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4,5,5,5,5,
15026,Fine Particulate Matter,2013-12-31,7,7,8,9,9,10,12,12,9,6,3,4,4,4,4,3,3,5,6,7,9,10,10,8,
